,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
139,Ankit Keshri,Awesome one,5.0,24,8,2021,1,2,"My first iPhone.. switching from one plus 6..Already many reviews are and nothing much to add but con regarding call list is thing to address from applewhatsaap call, team call and also normal call are showing all together in same call list"
140,CSable,Excellent!,5.0,15,7,2021,1,0,"Superb phone! Amazing same day delivery!I have more to add to my earlier review after roughly a month of use. The phone is an original Apple device. It's smooth and quick, and it doesn't become hot when in use or charging. The charge lasts the entire day (I use it mostly for social media, web browsing and music) Face recognition is excellent. Battery health is 100% (check this when you receive your phone under ‘battery health' in settings) and to keep it that way, make sure you close all background apps while the phone is not in use. Play a ‘pixel test 4K' video on YouTube to see if your phone monitor has any dead pixels. I use the original Apple adaptor (which must be purchased separately) and the type C cable that comes in the box. Overall the phone is a great purchase!"
141,BHARADWAJ,Value for money at that price,5.0,25,6,2021,1,2,Excellent product and value for money at that price way better than one plus pro 5g at that price because iphone 12 supprts all the band's of 5G and camera screen are as usual excellent privacy always built-in for apple products 👍
142,Arun Prakash Mithilesh,iPhone is iphone,5.0,20,1,2022,1,0,iPhone is iPhone. Switched from Honor Flagship phone and it was smooth transition. Delivery by Amazon is just wow. Seal proof packaging and one day delivery. Ordered same phone from Flipkart and they delivered me Shampoo😩ios is very smooth.battery life is good. Face unlock is breezing fast. Overall must buy if you are looking for secure sturdy and safe phone beyond 50k.
143,Rayees gulzar,Battery and camera,1.0,25,9,2021,1,4,Phone is getting extremely hot while charging and also while using. Samsung note has better camera than iphone wastage of money nothing else. Strongly wouldn’t recommend.
144,Rajdeep D.,Awesome… gaming beast… battery could have been better,5.0,16,6,2021,1,2,"I always thought Iphone is a waste of money… I thought its just a phone why to spend so much for a thing that will stay in ur pocket more than half the day… Now i know why they cost so much and i do not regret spending this amount on a phone… battery is very good given only 2700 or 2800 odd mah battery but still as compared to android could have been-a bit better.., but over all a gaming beast"
145,Mayuresh Athalekar,Good phone at good price in republic day sale !,5.0,26,1,2022,1,0,"Got the phone configuration that I wanted at decent price in republic day sale. Since apple user since many years, it was time to upgrade from iphone 7 to iphone 12, 256 GB config. Didn't find much difference in 13 and 12, so the price I got for 12 was decent balance for the upgrade. Feature wise I miss fingerprint scanner compared to previous version. Not a big fan of facescanner !😟"
146,Vijay Viswanathan,First iphone is too good,5.0,2,6,2021,1,1,"First iphone. And not all disappointed. Iphone is an iphone, looks premium stylish, good battery life. SOT of 8 to 9 hrs regular use and 4 to 5 hrs only gaming. Media consumption 6 to 7.screen oled dolby vision awesome. Face id super cool finds u at night too, but not with mask on. Green is super cool. From oneplus to iphone  YOU WILL KNOW WHAT PRIVACY IS WHEN YOU SWITCH FROM ANDROID. Multilevel security wow wow wow"
147,Vishal Anand,The BOSS Phone..!!! iPhone 12 truly a masterpiece from Apple.,5.0,21,6,2021,1,1,"I am writing this review after using my iPhone 12 for three weeks and I must say the decision I took to switch from android(I have been an android user for the last 8years xD xD) to iOS has been incredible. The experience is commendable, iPhone 12 is the best phone in the market as of now.  I haven’t faced any battery issue or any heating issues as I have seen other reviews complaining the battery and heating of the iPhone. Attached are a few sample shots I took from my iPhone to show that the Apple’s camera quality is unmatched and surreal.  The Face unlock is great, the battery’s pretty good, camera’s excellent….overalls my whole transition from android to iOS has been great. Go for this phone guysss…. It’s the best in the segment with some mind blowing iOS features. P.S. Just got updated to iOS 14.6 😊😊😊"
148,Bhavya,Must Try | Over Priced,5.0,22,7,2021,1,1,"This is the first IOS device for me after using an android until now. No doubt the transition was smooth. The camera is superb. It has FLAGSHIP LEVEL CAMERA. I need to charge it once for full day usage(not an heavy user) while using internet. OLED display is superb. Being an Android user since start, I was not able to restore my Whatsapp data in IOS which was one of the drawbacks. Overall it is good phone but overpriced. You won't get charger and earphones. There is a challenge to try new apps as most of the apps in IOS are paid  with just 3-7 days trial period. There are other brands in market who provides similar features at very less cost but at the end it's IOS vs Android."
149,sk,Great phone. Prices in India not so great,4.0,11,8,2021,1,0,Battery life is good. Great display. Point and shoot is always good on iphones. Phone has all that you need.Prices is always high and we still buy like fools and to top it we dont get earphones nor the power brick.The last thing is we do not get quality military standard drop protective cases which is the worst thing its nothing related to phone but good to know info. Even if you get they are some of the worst ones and price is atleast three time more compared to the original product price.And if your buying Apple warranty you will keep draining your money as they have the worst support. They only believe in replacements and I am sure its not worth it to pay 18k for an year.
150,Glamour123,The phone is a beast!,5.0,22,12,2020,1,1,"Thanks to Amazon n the seller for early delivery. I have used this phone from the last 10 days n it’s absolutely stunning, beautiful n the beast..Camera is awesome n the night mode is fabulous. I have upgraded from iPhone 6s. No other phone in the current market can outdo it. Though it’s expensive but you won’t regret to buy if u can afford.I have seen a lot of other negative comments n they r android users. I will be using this ph for another 5 to 6 years."
